,verb,sense_id,sense,sentence_id,sentence,seed,surprisal,temp
1471,push,push.01,(try to) cause motion,push.01_8,the ballboy pushed the footballsoccerballballintoitselfinitselftowardsthegoalnetgoaltowardsforwardforwardthestart,51.0,104.94290161132812,0.8
1472,push,push.02,"force, impelled action",push.02_8,the girl pushed the doorbell ,49.0,43.71366882324219,0.8
1473,push,push.04,"advocate or advertise, advocate",push.04_8,the president pushed the taxpayers ,53.0,37.46392822265625,0.8
1474,shove,shove.01,push harshly,shove.01_8,the bullies shoved the kidniepatedlybakkies ,51.0,71.57759094238281,0.8
1475,reach,reach.01,"arrive at an end state, outcome or destination, get to, attain",reach.01_8,the team reached the finals ,55.0,38.808837890625,0.8
1476,reach,reach.02,get in contact with (often over the phone),reach.02_8,the teacher reached the student ,49.0,40.41025161743164,0.8
1477,reach,reach.03,"stretch, grasp, move (as if a limb) outwards toward a goal",reach.03_8,the arm reached the apple ,49.0,30.241090774536133,0.8
1478,phone,phone.01,to telephone,phone.01_8,the wording phoned the doctor ,51.0,82.19690704345703,0.8
1479,recall,recall.01,manufactured defect,recall.01_8,the car recalled the daytona ,50.0,59.84904861450195,0.8
1480,recall,recall.02,remember,recall.02_8,the phrase recalled the incident ,49.0,73.12987518310547,0.8
1481,recall,recall.03,ask or order to go/come back,recall.03_8,the boss recalled the salesman ,52.0,27.25459098815918,0.8
1482,remove,remove.01,remove,remove.01_8,the government removed the ban ,49.0,28.417882919311523,0.8
1483,save,save.01,keep from spending,save.01_8,the taxpayers saved the company ,53.0,44.30091094970703,0.8
1484,save,save.02,desperate peril sense,save.02_8,the firefighter saved the baby ,49.0,30.254629135131836,0.8
1485,save,save.03,"collect, accrue, save up (non phrasal, though)",save.03_8,the rainwater saved the gardeners ,51.0,38.887149810791016,0.8
1486,earn,earn.01,wages,earn.01_8,the word earned the respectfulnessofhisfellowmenbyhisindustriousnessandhonestyandcourtesyaswellasby,49.0,101.791259765625,0.8
1487,see,see.01,view,see.01_8,the child saw the movie ,49.0,41.570159912109375,0.8
1488,see,see.04,ensure,see.04_8,the police saw the burglarized ,52.0,54.417476654052734,0.8
1489,see,see.05,date casually,see.05_8,the woman saw the man ,53.0,41.45726776123047,0.8
1490,see,see.09,visit/consultation by medical professional,see.09_8,nan,,,
1491,sense,sense.01,perceive,sense.01_8,the baby sensed the smell ,49.0,35.37690734863281,0.8
1492,set,set.01,"put, place",set.01_8,the farmer set the pail ,49.0,31.884288787841797,0.8
1493,set,set.02,establish,set.02_8,the government set the minimumpriceofmilkatfourdollarsapoundforthetwomonthperiodbeginningonjulyfirstandendingon,52.0,76.12655639648438,0.8
1494,set,set.08,"make ready, assign a task to, ready for action",set.08_8,the captain set the shipmentinlandia ,50.0,68.10865020751953,0.8
1495,set,set.14,"make ready, prepare",set.14_8,the director set the actors ,51.0,29.840312957763672,0.8
1496,place,place.01,put in a location,place.01_8,the mayor placed the blame ,49.0,41.88127136230469,0.8
1497,shoot,shoot.01,propel projectile,shoot.01_8,the archer shot the arrow ,49.0,24.86549186706543,0.8
1498,shoot,shoot.02,kill with gun,shoot.02_8,the killer shot the victim ,49.0,38.31792449951172,0.8
1499,shoot,shoot.03,record on film,shoot.03_8,the actor shot the movie ,53.0,28.457914352416992,0.8
1500,shoot,shoot.06,move very rapidly,shoot.06_8,the shuttlecraft shot the starscape ,49.0,72.52476501464844,0.8
1501,stab,stab.01,"poke with sharp object, perhaps fatally, metaphorically try something",stab.01_8,the reporter stabbed the candidate ,49.0,44.9250373840332,0.8
1502,mock,mock.01,make fun of,mock.01_8,the students mocked the schoolteacher ,54.0,31.6507625579834,0.8
1503,permit,permit.01,"permit, let, allow",permit.01_8,the boss permitted the secretary ,51.0,51.677452087402344,0.8
1504,battle,battle.01,fight (with),battle.01_8,the battlewagon battled the icebergs ,51.0,51.24270248413086,0.8
1505,bump,bump.01,hit gently,bump.01_8,the cat bumped the windowpane ,51.0,45.24011993408203,0.8
1506,bump,bump.02,move slightly,bump.02_8,the ball bumped the edgeof ,51.0,54.62906265258789,0.8
1507,clip,clip.01,"to cut, cut off, or cut out",clip.01_8,the cashier clipped the coupons ,49.0,29.375398635864258,0.8
1508,clip,clip.03,hit very slightly on the edge,clip.03_8,the car clipped the sidewalk ,49.0,28.47021484375,0.8
1509,tear,tear.01,"to pull apart, separate forcefully",tear.01_8,the carpet tore the paperwork ,49.0,45.59222412109375,0.8
1510,tear,tear.02,"to rush, move hurriedly, rushing",tear.02_8,the girl tore the doorbell ,49.0,39.655677795410156,0.8
1511,arrange,arrange.01,build,arrange.01_8,the city arranged the houses ,51.0,37.58188247680664,0.8
1512,drive,drive.01,drive or be driven around in a vehicle,drive.01_8,the police drove the escapedconvicts ,51.0,54.02834701538086,0.8
1513,drive,drive.02,"cause to move or become, impelled, inspired",drive.02_8,the film drove the audience ,53.0,45.000770568847656,0.8
1514,order,order.01,impelled action,order.01_8,the ball ordered the paddlewheel ,49.0,49.53471755981445,0.8
1515,order,order.02,request to be delivered,order.02_8,the police ordered the suspects ,49.0,45.11851119995117,0.8
1516,drain,drain.01,"unfill, empty",drain.01_8,the swimmingpool drained the last ,49.0,51.69749450683594,0.8
1517,line,line.01,"provide a lining, accompany in line-like fashion",line.01_8,the curtains lined the windowsill ,49.0,46.134559631347656,0.8
1518,line,line.03,puts lines on,line.03_8,the road lined the edge ,51.0,61.15872573852539,0.8
1519,split,split.01,"divide, separate",split.01_8,the country split the atomicbomb ,51.0,58.37901306152344,0.8
1520,split,split.02,"leave, depart",split.02_8,the group split the wayward ,51.0,53.735626220703125,0.8
1521,design,design.01,design,design.01_8,the architects designed the newest ,51.0,47.45551681518555,0.8
1522,bounce,bounce.01,"boing boing boing,",bounce.01_8,the rubber bounced the ball ,55.0,65.52741241455078,0.8
1523,dismiss,dismiss.01,"remove, release",dismiss.01_8,the manager dismissed the secretary ,51.0,26.27072525024414,0.8
1524,dismiss,dismiss.02,label contemptuously,dismiss.02_8,the writer dismissed the bookshelves ,49.0,54.95362854003906,0.8
1525,shrink,shrink.01,become or make smaller,shrink.01_8,the carpet shrank the moreitwaswetanddriedinthesunlight ,49.0,79.37914276123047,0.8
1526,scratch,scratch.02,"cut shallowly, rake the surface sharply",scratch.02_8,the cats scratched the tabletops ,49.0,36.47967529296875,0.8
1527,scratch,scratch.04,search,scratch.04_8,the cat scratched the sofa ,49.0,27.188934326171875,0.8
1528,smash,smash.01,break violently,smash.01_8,the wind smashed the windows ,49.0,25.298654556274414,0.8
1529,butcher,butcher.01,cut up meat for sale,butcher.01_8,the butchers butchered the animal ,49.0,28.426250457763672,0.8
1530,recognize,recognize.01,applaud/give accolades to,recognize.01_8,the crowd recognized the youngsterascholarshipathleteforhisoutstandingperformanceinthefieldofsportsandacademics ,51.0,79.60504150390625,0.8
1531,recognize,recognize.02,acknowledge as true/familiar,recognize.02_8,the student recognized the famous ,51.0,45.366085052490234,0.8
1532,discover,discover.01,find (out),discover.01_8,the teacher discovered the truth ,49.0,31.196910858154297,0.8
1533,throw,throw.01,"throw, sending through the air, manually, projection of an object through space",throw.01_8,the boy threw the stone ,54.0,25.22789764404297,0.8
1534,throw,throw.03,hold,throw.03_8,the child threw the book ,51.0,28.829221725463867,0.8
1535,steal,steal.01,to commit theft,steal.01_8,the man stole the girlfriend ,51.0,33.72163772583008,0.8
1536,slam,slam.01,throw violently,slam.01_8,the door slammed the childhoodsicknessesofthedeadpastandthelivesoftheyetunbornareintangled,52.0,100.11544036865234,0.8
1537,slam,slam.02,hit hard,slam.02_8,the door slammed the wall ,50.0,31.351459503173828,0.8
1538,deliver,deliver.01,"give, send",deliver.01_8,the deliveryvan delivered the lettertookthemostofitdeliveredthegoodsyesterdaydeliveryboysdeliveredtheparcelw,51.0,96.10960388183594,0.8
1539,deliver,deliver.101,"give birth, assist in giving birth, giving birth or assisting in giving birth",deliver.101_8,the mother delivered the child ,55.0,25.25741958618164,0.8
1540,carry,carry.01,"bring with, have",carry.01_8,the phrase carried the ballotboxes ,49.0,75.24122619628906,0.8
1541,find,find.01,discovery,find.01_8,the astronomers found the newcomer ,51.0,37.435523986816406,0.8
1542,find,find.02,adjudge,find.02_8,the court found the defendantnotguilty ,55.0,35.784034729003906,0.8
1543,discharge,discharge.01,"remove supply, as with electricity",discharge.01_8,the discharged discharged the dischargeeasuredischargesdischargingdischargeddischargesdischarging,51.0,91.09341430664062,0.8
1544,discharge,discharge.101,"to release, release from a location (not stuff being released itself)",discharge.101_8,the teacher discharged the students ,49.0,39.013973236083984,0.8
1545,secure,secure.01,get,secure.01_8,the police secured the banknotes ,50.0,44.760231018066406,0.8
1546,secure,secure.02,"make secure, literally or figuratively",secure.02_8,the security secured the moneybag ,49.0,53.543094635009766,0.8
1547,notice,notice.01,become aware of,notice.01_8,the word noticed the flawyieldsaheadinherentcontradictionbecauseofthetwofoldmeaningsofthenounnot,51.0,119.8748550415039,0.8
1548,mount,mount.01,intentional climber,mount.01_8,the mountaineer mounted the mountain ,50.0,38.22587585449219,0.8
1549,mount,mount.03,"erect, construct",mount.03_8,the statue mounted the pedestal ,50.0,43.41728591918945,0.8
1550,poison,poison.01,"kill via poison, kill or make sick via poison",poison.01_8,the poisoning poisoned the patient ,51.0,36.114166259765625,0.8
1551,poison,poison.02,put poison on/in something,poison.02_8,the toadstool poisoned the pizzaiolo ,49.0,40.289485931396484,0.8
1552,abuse,abuse.01,"mistreat a person or animal, often repeatedly, with violence or with cruelty",abuse.01_9,the boyfriend abused the girlfriend ,51.0,44.956581115722656,0.8
1553,abuse,abuse.02,use (something) to bad effect or for a bad purpose,abuse.02_9,the government abused the power ,50.0,29.510234832763672,0.8
1554,abuse,abuse.03,use offending language,abuse.03_9,the man abused the waiter ,52.0,27.100675582885742,0.8
1555,insult,insult.01,"call names, disparaging",insult.01_9,the girl insulted the boy ,53.0,26.882083892822266,0.8
1556,allow,allow.01,let,allow.01_9,the parents allowed the childsisterbrotherdaughterfathermothersistersonmothergrandparentsomeoneelsesiblingssomeoneels,53.0,86.36688232421875,0.8
1557,allow,allow.02,allocate,allow.02_9,the computer allowed the programmers ,51.0,76.74677276611328,0.8
1558,allow,allow.03,admit truth of proposition,allow.03_9,the statement allowed the claimant ,52.0,74.50234985351562,0.8
1559,approve,approve.01,assent to,approve.01_9,the senate approved the presidentiallyvettedfederalnomineeandsenthimtothesenatetoconfirmhismembershipont,51.0,76.09796142578125,0.8
1560,beat,beat.01,strike,beat.01_9,the drum beat the wall ,51.0,54.707820892333984,0.8
1561,beat,beat.02,(cause) pulsating motion that often makes sound,beat.02_9,the pounding beat the heartbeat ,53.0,68.28985595703125,0.8
1562,beat,beat.03,win over some competitor,beat.03_9,the other beat the favorite ,53.0,66.88789367675781,0.8
1563,slap,slap.01,hit with a flat object,slap.01_9,the slapstick slapped the screenwriter ,50.0,56.569740295410156,0.8
1564,belt,belt.01,sing loudly and forcefully,belt.01_9,the choir belted the nationalistic ,52.0,52.05305862426758,0.8
1565,belt,belt.02,"deliver a blow to, possibly with a belt",belt.02_9,the bully belted the weakerkidinthisfictionalscenario ,51.0,62.395206451416016,0.8
1566,belt,belt.03,fasten with a belt,belt.03_9,the man belted the saddle ,50.0,31.119449615478516,0.8
1567,button,button.01,fasten the buttons on,button.01_9,the buttoned buttoned the buttonsonhisshirtthatwasnotbuttonedyetbutwouldbeafterhebuttonedthemup,50.0,112.33010864257812,0.8
1568,break,break.01,"break, cause to not be whole",break.01_9,the glass broke the ice ,51.0,44.95323181152344,0.8
1569,break,break.13,"happen, come to light, onset, beginning",break.13_9,the breakdowns broke the company ,50.0,43.17474365234375,0.8
1570,break,break.16,separate one entity from another,break.16_9,the glass broke the surfaceofwaterintoinnumerabledropsofrainbowsplendorasitfellbacktothesurfaceoftheo,50.0,85.33494567871094,0.8
1571,break,break.18,"violate (the law, an oath, trust, etc)",break.18_9,the banker broke the promisehewouldnotusecustomersmoneyforhisownpurposes ,51.0,77.98313903808594,0.8
1572,burn,burn.01,(cause to) be on fire,burn.01_9,the sentence burned the candle ,53.0,57.30506896972656,0.8
1573,box,box.01,"to store in a box, put in a box to store",box.01_9,the books boxed the shelf ,50.0,47.5201416015625,0.8
1574,box,box.02,"enclosing (/being enclosed), forming an enclosure",box.02_9,the boxed boxed the boxing ,56.0,68.6966552734375,0.8
1575,box,box.03,"fight, boxing style",box.03_9,the guy boxed the girlfriend ,53.0,46.77267837524414,0.8
1576,fight,fight.01,fight,fight.01_9,the fightingsystemslistedhereareofthreekindsintheircharacteristicsandinhowtheyareusedincombat fought the war,51.0,117.3878173828125,0.8
1577,build,build.01,construct,build.01_9,the company built the factory ,52.0,39.57847595214844,0.8
1578,build,build.02,grow,build.02_9,the tree built the trunk ,50.0,74.26110076904297,0.8
1579,build,build.03,include,build.03_9,the newest built the icy ,50.0,103.00602722167969,0.8
1580,shape,shape.01,shape,shape.01_9,the sculpture shaped the statue ,51.0,30.073963165283203,0.8
1581,cast,cast.01,"throw outward, throw (dice, fishing lines, shadows)",cast.01_9,the actor cast the die ,52.0,38.862693786621094,0.8
1582,cast,cast.02,"name, assign a role",cast.02_9,the director cast the actor ,52.0,26.861175537109375,0.8
1583,cast,cast.03,make 3d reproductions from a mold,cast.03_9,the plastic cast the girlfriend ,51.0,65.97657775878906,0.8
1584,cast,cast.04,bandage in plaster,cast.04_9,the doctors cast the brokenbone ,53.0,35.569541931152344,0.8
1585,launch,launch.01,"set off, introduce, bring up, start, take off",launch.01_9,the company launched the product ,51.0,38.75455856323242,0.8
1586,catch,catch.01,get,catch.01_9,the boy caught the ball ,51.0,22.997146606445312,0.8
1587,catch,catch.02,"come upon, find",catch.02_9,the thief caught the watchman ,52.0,33.27063751220703,0.8
1588,catch,catch.03,trap,catch.03_9,the cat caught the mouse ,51.0,22.593725204467773,0.8
1589,fetch,fetch.01,bring (back),fetch.01_9,the cat fetched the kitten ,216.0,28.057579040527344,0.9
1590,clear,clear.01,"clean, make clear or open",clear.01_9,the airplane cleared the runway ,51.0,41.133872985839844,0.8
1591,clear,clear.02,"approve, permit",clear.02_9,the boss cleared the vacation ,51.0,43.927162170410156,0.8
1592,clear,clear.03,"escape, avoid, get past or through",clear.03_9,the boy cleared the fence ,53.0,27.62448501586914,0.8
1593,clean,clean.01,to free from dirt,clean.01_9,the cleaningwoman cleaned the floor ,50.0,51.379913330078125,0.8
1594,cover,cover.01,"has responsibility for, handles, insures, accounts for",cover.01_9,the manager covered the nightshift ,50.0,32.24069595336914,0.8
1595,cover,cover.02,"smear, put over, spreading across",cover.02_9,the paint covered the wallpaper ,52.0,29.944664001464844,0.8
1596,cover,cover.03,broadcast,cover.03_9,the news covered the protests ,52.0,32.95218276977539,0.8
1597,coat,coat.01,"cover, apply something to a surface",coat.01_9,the sun coated the windowpane ,53.0,35.20962142944336,0.8
1598,crash,crash.01,"to break, undergo damage, possibly producing a characteristic sound, possibly resulting in a sound",crash.01_9,the crashing crashed the glass ,53.0,66.76361846923828,0.8
1599,crash,crash.02,"to enter uninvited, invite oneself in",crash.02_9,the old crashed the doorway ,53.0,68.14946746826172,0.8
1600,crash,crash.04,"fall asleep heavily, maybe someplace other than home",crash.04_9,the cat crashed the meeting ,51.0,46.9710693359375,0.8
1601,chip,chip.01,break off small pieces,chip.01_9,the chips chipped the old ,52.0,69.16255950927734,0.8
1602,draw,draw.01,"art, the action of illustrating/making pictures with a writing implement",draw.01_9,the artist drew the painting ,54.0,27.5331974029541,0.8
1603,draw,draw.02,"pull, extract, withdraw",draw.02_9,the water drew the fishinglineoutofthetankintowaterfallthatwashesmywindowcleanandmakesmybedspreadsmell,50.0,99.08537292480469,0.8
1604,draw,draw.05,brandish a weapon,draw.05_9,the bandits drew the weapons ,51.0,35.45356369018555,0.8
1605,write,write.01,set pen to paper,write.01_9,the man wrote the book ,51.0,27.890300750732422,0.8
1606,drop,drop.01,"go down, cause to fall",drop.01_9,the water dropped the bread ,50.0,63.014312744140625,0.8
1607,drop,drop.05,"remove, end",drop.05_9,the company dropped the plan ,50.0,28.539478302001953,0.8
1608,drop,drop.06,"give, esp. names, mention in an offhand way",drop.06_9,the film dropped the director ,51.0,45.14472198486328,0.8
1609,drop,drop.07,spend money,drop.07_9,the old dropped the youngsters ,53.0,68.94673919677734,0.8
1610,roll,roll.01,"move in circular fashion, onward rotational motion",roll.01_9,the ball rolled the lengthwise ,50.0,51.94681930541992,0.8
1611,fire,fire.01,fire a gun,fire.01_9,the police fired the warningshotgunswhenthemobstartedthrowingrocksatthepolicecarandburningtrashcanstotheground,50.0,80.59752655029297,0.8
1612,fire,fire.02,cause to cease employment,fire.02_9,the teacher fired the student ,55.0,38.0576057434082,0.8
1613,fire,fire.03,cause to burn or bake,fire.03_9,the firefighters fired the houseworkers ,50.0,40.99447250366211,0.8
1614,fire,fire.04,fuel or ignite,fire.04_9,the match fired the paperwork ,51.0,42.400848388671875,0.8
1615,sack,sack.01,cause defeat in by terminating employment or otherwise pillaging/ conquering,sack.01_9,the company sacked the worker ,52.0,31.731159210205078,0.8
1616,fold,fold.01,mix ingredients gently,fold.01_9,the baker folded the chocolatechipsintohisdoughwithamonkeywrenchandabroomhandlebutitstillcameout,51.0,77.5145492553711,0.8
1617,fold,fold.02,fold hands,fold.02_9,the priest folded the children ,50.0,33.963409423828125,0.8
1618,fold,fold.03,origami,fold.03_9,the origamist folded the paper ,54.0,39.257442474365234,0.8
1619,fold,fold.06,(terminate) a failing business,fold.06_9,the company folded the projected ,50.0,47.56501770019531,0.8
1620,stretch,stretch.01,"extend, lengthen",stretch.01_9,the cat stretched the string ,50.0,32.307411193847656,0.8
1621,hack,hack.01,chop sloppily,hack.01_9,the knife hacked the apple ,55.0,45.6673583984375,0.8
1622,hack,hack.03,remove pieces,hack.03_9,the hacker hacked the doorway ,50.0,48.860694885253906,0.8
1623,hack,hack.04,"computer work, breaking into, as on a computer",hack.04_9,the computer hacked the mainframe ,53.0,69.97579193115234,0.8
1624,hack,hack.06,"succeed, manage",hack.06_9,the band hacked the charts ,53.0,30.56415557861328,0.8
1625,chop,chop.01,"cut up, (attempt to) cut with a chopping motion",chop.01_9,the chicken chopped the onions ,50.0,34.98556137084961,0.8
1626,hit,hit.01,strike,hit.01_9,the car hit the dog ,58.0,37.23100280761719,0.8
1627,hit,hit.02,"reach, encounter",hit.02_9,the book hit the table ,53.0,23.643247604370117,0.8
1628,hit,hit.03,"go to, turn to",hit.03_9,the train hit the station ,51.0,38.713462829589844,0.8
1629,kick,kick.01,drive or impel with the foot,kick.01_9,the football kicked the wall ,51.0,56.98406219482422,0.8
1630,kill,kill.01,"cause to die, murder",kill.01_9,the man killed the oldwoman ,52.0,38.08911895751953,0.8
1631,kill,kill.03,"do well, win, accomplish some task",kill.03_9,the team killed the other ,57.0,46.07093048095703,0.8
1632,kill,kill.04,pass the time by engaging in some activity,kill.04_9,the movie killed the evening ,52.0,28.694660186767578,0.8
1633,murder,murder.01,cause to die,murder.01_9,the murderers murdered the victim ,54.0,28.446762084960938,0.8
1634,know,know.01,"be cognizant of, realize",know.01_9,the wording knew the truthsense ,50.0,92.03121185302734,0.8
1635,know,know.02,kennen,know.02_9,the cat knew the mousehole ,51.0,51.91389465332031,0.8
1636,know,know.03,"have an ability, skill, or know-how",know.03_9,the boy knew the answers ,50.0,33.215576171875,0.8
1637,know,know.04,"recognize, differentiate",know.04_9,the word knew the taste ,51.0,49.53329849243164,0.8
1638,know,know.05,"Biblical sense, to have sex with",know.05_9,the virginity knew the man ,55.0,72.28118133544922,0.8
1639,understand,understand.01,"understand, comprehending",understand.01_9,the teacher understood the problematicnesss ,50.0,49.43086624145508,0.8
1640,meet,meet.01,"arrive at, achieve",meet.01_9,the team met the objective ,51.0,30.678943634033203,0.8
1641,meet,meet.02,"kennenlernen-- come upon, become acquainted with initially",meet.02_9,the two met the same ,52.0,49.25080490112305,0.8
1642,meet,meet.03,"get together (with), come together spatially, get together",meet.03_9,the two met the next ,50.0,40.05377197265625,0.8
1643,meet,meet.05,"answer, respond to",meet.05_9,the company met the request ,51.0,32.93218994140625,0.8
1644,encounter,encounter.01,to meet unexpectedly,encounter.01_9,the two encountered the youngest ,50.0,66.0379409790039,0.8
1645,pass,pass.01,bill becomes law,pass.01_9,the bill passed the congress ,59.0,26.331035614013672,0.8
1646,pass,pass.02,overtake,pass.02_9,the car passed the house ,51.0,26.14881134033203,0.8
1647,pass,pass.04,allow to go by,pass.04_9,the light passed the bendytoyslion ,53.0,61.504249572753906,0.8
1648,pass,pass.05,give,pass.05_9,the baker passed the breadfruit ,51.0,51.382850646972656,0.8
1649,pass,pass.08,push through a passage (like a clot),pass.08_9,the blood passed the artery ,50.0,30.126239776611328,0.8
1650,toss,toss.01,"throw randomly or toss dough, glances, throw randomly, throwing, perhaps underhand or casually",toss.01_9,the cat tossed the ball ,52.0,54.67095947265625,0.8
1651,pinch,pinch.01,squeeze tightly to cause pain,pinch.01_9,the man pinched the girlfriend ,52.0,34.181602478027344,0.8
1652,pinch,pinch.02,slangy steal,pinch.02_9,the pinched pinched the bakery ,51.0,99.26863098144531,0.8
1653,pinch,pinch.04,be miserly,pinch.04_9,the man pinched the pricey ,51.0,56.878334045410156,0.8
1654,pinch,pinch.05,arrest or capture,pinch.05_9,the police pinched the burglarysuspects ,57.0,40.740692138671875,0.8
1655,grab,grab.01,"to capture, obtain, taking hold of",grab.01_9,the thief grabbed the jewelry ,52.0,27.83411407470703,0.8
1656,pitch,pitch.01,throw,pitch.01_9,the ball pitched the catcher ,67.0,34.97687530517578,0.8
1657,pitch,pitch.02,set a musical tone,pitch.02_9,the musician pitched the violin ,51.0,37.87798309326172,0.8
1658,pitch,pitch.04,advertise in strongly positive terms,pitch.04_9,the company pitched the projected ,54.0,45.33364486694336,0.8
1659,chuck,chuck.01,"to throw, give up",chuck.01_9,the politician chucked the whole ,51.0,45.76927947998047,0.8
1660,post,post.01,"cf report, put up for public view",post.01_9,the posters posted the posterboard ,50.0,54.974266052246094,0.8
1661,post,post.02,tell someone news as it comes in,post.02_9,the reporter posted the latestestateelectionresultsassooneveryonecouldhearthemfromhischairinhisapartmentinman,50.0,85.71607971191406,0.8
1662,post,post.03,"assign to a post, station somewhere",post.03_9,the captain posted the sentryman ,50.0,48.04998779296875,0.8
1663,post,post.04,send via the postal service,post.04_9,the package posted the same ,53.0,53.832977294921875,0.8
1664,mail,mail.01,send,mail.01_9,the mailman mailed the package ,54.0,27.105594635009766,0.8
1665,push,push.01,(try to) cause motion,push.01_9,the wind pushed the caravan ,52.0,30.228918075561523,0.8
1666,push,push.02,"force, impelled action",push.02_9,the door pushed the wall ,51.0,55.625152587890625,0.8
1667,push,push.04,"advocate or advertise, advocate",push.04_9,the campaign pushed the advantagesofferedbytheirproducts ,55.0,59.79560852050781,0.8
1668,shove,shove.01,push harshly,shove.01_9,the man shoved the boy ,52.0,37.682212829589844,0.8
1669,reach,reach.01,"arrive at an end state, outcome or destination, get to, attain",reach.01_9,the car reached the speeding ,56.0,47.19995880126953,0.8
1670,reach,reach.02,get in contact with (often over the phone),reach.02_9,the manager reached the supplier ,51.0,42.905494689941406,0.8
1671,reach,reach.03,"stretch, grasp, move (as if a limb) outwards toward a goal",reach.03_9,the cat reached the topmostbranchofthesetreeandcaughtthemouse ,50.0,64.11949920654297,0.8
1672,phone,phone.01,to telephone,phone.01_9,the phone phoned the presidentiallypresidentiallypresidentiallypresidentiallypresidentiallypresidentiallypresidentially,52.0,55.91511917114258,0.8
1673,recall,recall.01,manufactured defect,recall.01_9,the recalling recalled the car ,51.0,55.777198791503906,0.8
1674,recall,recall.02,remember,recall.02_9,the wording recalled the first ,50.0,91.64844512939453,0.8
1675,recall,recall.03,ask or order to go/come back,recall.03_9,the director recalled the actor ,53.0,39.651485443115234,0.8
1676,remove,remove.01,remove,remove.01_9,the nouns removed the shelf ,50.0,39.972774505615234,0.8
1677,save,save.01,keep from spending,save.01_9,the money saved the money ,54.0,55.59542465209961,0.8
1678,save,save.02,desperate peril sense,save.02_9,the shipwrecked saved the last ,50.0,77.56541442871094,0.8
1679,save,save.03,"collect, accrue, save up (non phrasal, though)",save.03_9,the more saved the lesseronewillbelefttobuyitwithdollarsfromtheexchangeofficeontheroadtomarrake,52.0,129.3211669921875,0.8
1680,earn,earn.01,wages,earn.01_9,the teacher earned the salary ,50.0,68.49456024169922,0.8
1681,see,see.01,view,see.01_9,the wording saw the movie ,50.0,93.89772033691406,0.8
1682,see,see.04,ensure,see.04_9,the supervisor saw the report ,53.0,48.81669616699219,0.8
1683,see,see.05,date casually,see.05_9,the movie saw the light ,55.0,85.37556457519531,0.8
1684,see,see.09,visit/consultation by medical professional,see.09_9,nan,,,
1685,sense,sense.01,perceive,sense.01_9,the cat sensed the presenceofamouseinthehouseandwentrunningtopreventitfromeatingitsfoodorpoisoningitself,50.0,82.74057006835938,0.8
1686,set,set.01,"put, place",set.01_9,the man set the babycarriagerockinghorseboxdownontherugsofthetableinfrontofthedoorwayoftheroom,51.0,88.54720306396484,0.8
1687,set,set.02,establish,set.02_9,the price set the costlynessofourhouseholdatanewlow ,53.0,103.39607238769531,0.8
1688,set,set.08,"make ready, assign a task to, ready for action",set.08_9,the general set the menacinglypaintedwargreatautomaticrifleonfireandthenranforcoverasthetankscame,51.0,95.88447570800781,0.8
1689,set,set.14,"make ready, prepare",set.14_9,the students set the tablecloths ,53.0,37.621360778808594,0.8
1690,place,place.01,put in a location,place.01_9,the manager placed the files ,51.0,32.07832336425781,0.8
1691,shoot,shoot.01,propel projectile,shoot.01_9,the gunner shot the cannonball ,50.0,40.10498809814453,0.8
1692,shoot,shoot.02,kill with gun,shoot.02_9,the criminal shot the hostage ,51.0,42.05265808105469,0.8
1693,shoot,shoot.03,record on film,shoot.03_9,the footballers shot the gameplaying ,55.0,47.06886291503906,0.8
1694,shoot,shoot.06,move very rapidly,shoot.06_9,the arrow shot the manhuntshotthroughthedarknesslikeacometandthenvanishedintooblivionbeforeitcouldbeex,51.0,127.37287902832031,0.8
1695,stab,stab.01,"poke with sharp object, perhaps fatally, metaphorically try something",stab.01_9,the stabbed stabbed the stabbingstabbsstabberstabbersstabbingstabsstabbedstabberstabbersstabbingstab,50.0,94.36173248291016,0.8
1696,mock,mock.01,make fun of,mock.01_9,the teenage mocked the teacher ,55.0,35.292015075683594,0.8
1697,permit,permit.01,"permit, let, allow",permit.01_9,the manager permitted the children ,52.0,43.772544860839844,0.8
1698,battle,battle.01,fight (with),battle.01_9,the soldier battled the enemy ,53.0,25.42708969116211,0.8
1699,bump,bump.01,hit gently,bump.01_9,the old bumped the wall ,53.0,50.77948760986328,0.8
1700,bump,bump.02,move slightly,bump.02_9,the book bumped the table ,53.0,27.148658752441406,0.8
1701,clip,clip.01,"to cut, cut off, or cut out",clip.01_9,the scissors clipped the paperwork ,50.0,34.47981643676758,0.8
1702,clip,clip.03,hit very slightly on the edge,clip.03_9,the ball clipped the goalpost ,51.0,38.76399230957031,0.8
1703,tear,tear.01,"to pull apart, separate forcefully",tear.01_9,the tiresome tore the envelopeopeningthusrevealingitscontentsinside ,51.0,75.53409576416016,0.8
1704,tear,tear.02,"to rush, move hurriedly, rushing",tear.02_9,the children tore the giftwrappaper ,50.0,43.69255828857422,0.8
1705,arrange,arrange.01,build,arrange.01_9,the company arranged the factory ,52.0,27.229480743408203,0.8
1706,drive,drive.01,drive or be driven around in a vehicle,drive.01_9,the driveway drove the car ,53.0,54.533660888671875,0.8
1707,drive,drive.02,"cause to move or become, impelled, inspired",drive.02_9,the winds drove the clouds ,54.0,29.66211700439453,0.8
1708,order,order.01,impelled action,order.01_9,the police ordered the suspectstoleaveandbeheldinanotherroomuntiltheycouldquestionthem ,51.0,80.71893310546875,0.8
