verb,sense,sense_id,sentence_id,sentence,seed,surprisal
cover,protect or shield,cover1,cover1_8,the snow covered the garden ,49.0,28.898483276367188
cover,conceal or hide,cover2,cover2_8,the police covered the getawaycartohidethebankrobbersfrompoliceofficersandcameras ,50.0,72.33817291259766
cover,enclose or surround,cover3,cover3_8,the cake covered the plate ,49.0,57.57247543334961
cover,touch or reach,cover4,cover4_8,the sun covered the hilltops ,52.0,29.875743865966797
cover,prevent or hinder,cover5,cover5_8,the storm covered the roadways ,51.0,35.68532943725586
cover,provide for,cover6,cover6_8,the insurance covered the costly ,49.0,49.747230529785156
crash,"to collide violently, especially with a loud noise",crash1,crash1_8,the cars crashed the doors ,49.0,54.245216369628906
crash,"to cause something to fail or malfunction, often suddenly and unexpectedly",crash2,crash2_8,the server crashed the application ,49.0,33.52637481689453
crash,to overwhelm or overpower someone emotionally or physically,crash3,crash3_8,the teacher crashed the classroom ,49.0,33.05863571166992
crash,to cause a party or event to fail or end prematurely,crash4,crash4_8,the club crashed the party ,49.0,44.54486846923828
crash,to cause a stock market or financial system to collapse or experience a sudden and significant decline,crash5,crash5_8,the market crashed the day ,49.0,75.97137451171875
draw,"draw as in ""to pull or drag something""",draw1,draw1_8,the cowboy drew the pistol ,53.0,30.10186767578125
draw,"draw as in ""to create a picture or diagram""",draw2,draw2_8,the artist drew the planets ,51.0,44.66725158691406
draw,"draw as in ""to attract or entice someone""",draw3,draw3_8,the book drew the attentionofreadersallaroundtheworld ,49.0,52.367279052734375
draw,"draw as in ""to involve or engage someone in a situation""",draw4,draw4_8,the play drew the attentionofthecritics ,49.0,58.88703155517578
draw,"draw as in ""to take or receive something, such as a prize or reward""",draw5,draw5_8,the boxer drew the admirationofhisfansforthewayhethrewpunchesatthetimingofthenationalsonganthem,49.0,80.3561782836914
drop,drop (something) off,drop1,drop1_8,the boy dropped the glasses ,51.0,33.74164962768555
drop,drop (something) off a list or schedule,drop2,drop2_8,the flight dropped the nameplate ,51.0,76.01022338867188
drop,drop (something) on someone or something,drop3,drop3_8,the rain dropped the carpeted ,51.0,60.445457458496094
drop,drop (something) in (a place),drop4,drop4_8,the word dropped the platepensivelypintopputtingpuponpaplepthetabletoppbeforepwepcould,50.0,126.83401489257812
drop,drop (something) on (a place),drop5,drop5_8,the water dropped the rocks ,50.0,79.60685729980469
drop,drop (something) with (a person or thing),drop6,drop6_8,the ball dropped the player ,50.0,45.31010818481445
earn,to gain or receive something in return for ones efforts or services,earn1,earn1_8,the athlete earned the goldmedalbywinningthehighjumpcompetitionatthelondonolympicsin ,49.0,77.47848510742188
encounter,meet or come across something or someone unexpectedly,encounter1,encounter1_8,the soldier encountered the enemy ,49.0,42.19563674926758
encounter,"experience or undergo something, especially an unpleasant or challenging situation",encounter2,encounter2_8,the writer encountered the needlepointing ,49.0,62.48362350463867
encounter,"come into contact with something or someone, often with the implication of a physical or sensory experience",encounter3,encounter3_8,the first encountered the second ,49.0,56.969051361083984
encounter,deal with or solve a problem or challenge,encounter4,encounter4_8,the company encountered the problematicities ,50.0,64.51712036132812
fetch,to go and bring back something often something that is located at a distance or in a different place,fetch1,fetch1_8,the dog fetched the slippers ,57.0,23.142351150512695
fight,the act of fighting against someone or something,fight1,fight1_8,the army fought the enemy ,49.0,26.70577049255371
fire,to dismiss or release someone from a job or position,fire1,fire1_8,the manager fired the employee ,53.0,24.386493682861328
fold,fold (something) in a specific way,fold1,fold1_8,the woman folded the paper ,49.0,28.418441772460938
fold,fold (something) over,fold2,fold2_8,the boy folded the paper ,49.0,37.91377639770508
fold,fold (something) together,fold3,fold3_8,the paper folded the babybirds ,50.0,62.413597106933594
fold,fold (something) up,fold4,fold4_8,the sheet folded the newspaper ,49.0,36.15321731567383
fold,fold (something) over on itself,fold5,fold5_8,the newspaper folded the letter ,49.0,31.986602783203125
grab,to take hold of something firmly often with ones hands or arms,grab1,grab1_8,the burglar grabbed the necklace ,49.0,27.413904190063477
hack,to manipulate or control something using a computer or other digital technology,hack1,hack1_8,the hackers hacked the mainframe ,49.0,31.83905792236328
hack,to bypass security measures or gain unauthorized access to a system or network,hack2,hack2_8,the hacker hacked the companycomputerandgotallthoseemailsfromthebossesaccounts ,49.0,77.69114685058594
hack,"to modify or customize something, often in a creative or unconventional way",hack3,hack3_8,the kid hacked the computerized ,49.0,49.961063385009766
hack,to solve a problem or challenge in an innovative or outside-the-box way,hack4,hack4_8,the problem hacked the company ,49.0,50.000465393066406
hack,"to experiment or tinker with something, often in a playful or exploratory manner",hack5,hack5_8,the company hacked the gameplaying ,49.0,61.652496337890625
hit,strike or collide with something,hit1,hit1_8,the ball hit the bat ,57.0,35.19508361816406
hit,reach or affect something,hit2,hit2_8,the water hit the ground ,52.0,25.961729049682617
hit,play a musical note,hit3,hit3_8,the musician hit the correct ,49.0,38.544185638427734
hit,be popular or successful,hit4,hit4_8,the band hit the charts ,49.0,40.04364776611328
hit,use violence or force,hit5,hit5_8,the thieves hit the manovertheheadwithanumberoftimesuntilhefelltothegroundandwasunconscious ,51.0,64.40467834472656
hit,cause a reaction or response,hit6,hit6_8,the boss hit the employee ,49.0,43.821693420410156
hit,fulfill a requirement or expectation,hit7,hit7_8,the candidate hit the mark ,49.0,39.58917236328125
insult,to hurt or offend someone with a word or action intentionally or unintentionally,insult1,insult1_8,the boy insulted the teacher ,51.0,26.08690643310547
kick,to strike or forcefully push something with ones foot,kick1,kick1_8,the soccerball kicked the goalpost ,54.0,30.767959594726562
kill,cause death,kill1,kill1_8,the doctor killed the patient ,51.0,24.06684112548828
kill,end or terminate,kill2,kill2_8,the government killed the project ,51.0,41.377220153808594
kill,remove or destroy,kill3,kill3_8,the firemen killed the flames ,51.0,29.609952926635742
kill,ruin or spoil,kill4,kill4_8,the newest killed the idea ,50.0,73.68952178955078
know,recognize or be familiar with,know1,know1_8,the police knew the suspects ,53.0,33.39387512207031
know,be aware of,know2,know2_8,the children knew the teacher ,49.0,46.13099670410156
know,understand or comprehend,know3,know3_8,the questioner knew the answerer ,49.0,50.54476547241211
know,have knowledge of,know4,know4_8,the sentence knew the time ,51.0,86.4964599609375
know,be acquainted with,know5,know5_8,the verbally knew the subjective ,51.0,79.64354705810547
know,be conscious of,know6,know6_8,the boy knew the catamaranwasnavyblue ,51.0,63.42473220825195
launch,start or begin something,launch1,launch1_8,the new launched the campaign ,55.0,80.69794464111328
launch,set in motion or put into action,launch2,launch2_8,the project launched the company ,53.0,33.24374008178711
launch,send or propel something forward,launch3,launch3_8,the rocket launched the astronauts ,51.0,59.106597900390625
launch,begin an attack or offensive,launch4,launch4_8,the army launched the invasion ,50.0,40.590736389160156
launch,launch a legal action,launch5,launch5_8,the police launched the manhunt ,53.0,48.117645263671875
mail,to send something typically a letter or package through the postal service,mail1,mail1_8,the man mailed the letters ,53.0,28.818851470947266
meet,encounter face-to-face,meet1,meet1_8,the two met the daylighted ,50.0,51.44514465332031
meet,become acquainted with,meet2,meet2_8,the two met the secondhandbookofenglishverbs ,51.0,85.14524841308594
meet,satisfy a condition or requirement,meet3,meet3_8,the two met the standards ,49.0,36.78611755371094
meet,experience or undergo something,meet4,meet4_8,the children met the witches ,51.0,53.65752029418945
meet,talk or communicate with someone,meet5,meet5_8,the two met the daytimetimeprogrammeratthestatecapitolanddiscussedthenewbudgetbillintroducedbytheleg,50.0,93.51455688476562
meet,have a meeting or appointment,meet6,meet6_8,the two met the nextdayinnewyorkcitytocompleteanewsaleofgoodsandservicesfromonebusinessentitytothereceiver,50.0,97.50300598144531
murder,to kill someone in a deliberate and premeditated way often with malice aforethought,murder1,murder1_8,the murdered murdered the murderer ,51.0,46.14930725097656
pass,transfer (physical object or information),pass1,pass1_8,the data passed the receiver ,49.0,45.77914047241211
pass,move past (physical location or time),pass2,pass2_8,the bus passed the parked ,49.0,44.431236267089844
pass,complete successfully (test or challenge),pass3,pass3_8,the doctor passed the patient ,53.0,39.538063049316406
pass,survive or endure (difficult situation),pass4,pass4_8,the film passed the censorship ,49.0,28.632734298706055
pass,transfer ownership or responsibility (rights or property),pass5,pass5_8,the house passed the estate ,49.0,50.312744140625
phone,to phone someone means to contact them by phone to call them on the phone,phone1,phone1_8,the first phoned the police ,49.0,45.282188415527344
pinch,to squeeze or grasp something tightly between ones fingers or thumb and a finger or thumb board,pinch1,pinch1_8,the youngster pinched the cat ,49.0,33.980316162109375
pitch,to propose or suggest an idea or plan to someone,pitch1,pitch1_8,the man pitched the ideaofaferryacrossthelakebutitwasrejectedbytheregionalcouncilastheyf,49.0,74.9197006225586
pitch,"to throw or hurl something, especially a ball or other object",pitch2,pitch2_8,the pitcher pitched the baseballsatellitefantasyfictionwinterfutureheroesciencefictionsciencemagazines,50.0,91.54312133789062
pitch,"to set or adjust the tone or pitch of something, such as a musical instrument or a machine",pitch3,pitch3_8,the pianist pitched the piano ,51.0,24.81991958618164
pitch,"to place or position something at a certain angle or height, such as a tent or a camping hammock",pitch4,pitch4_8,the tenters pitched the hammocks ,51.0,35.5385856628418
pitch,"to sell or offer something, especially a product or service",pitch5,pitch5_8,the sales pitched the newest ,54.0,53.33863830566406
pitch,"to test the depth or soundness of something, such as a well or a mine shaft",pitch6,pitch6_8,the geologists pitched the drilling ,51.0,41.95596694946289
pitch,"to tilt or slant something, such as a surface or a line",pitch7,pitch7_8,the ball pitched the roofline ,49.0,52.38160705566406
pitch,"to move or travel at a certain speed or angle, especially through the air",pitch8,pitch8_8,the ball pitched the ball ,50.0,68.15103149414062
place,to put or set something in a particular location or position,place1,place1_8,the captain placed the shipment ,49.0,48.63758850097656
post,place or position something,post1,post1_8,the postman posted the letter ,50.0,27.941387176513672
post,send or transmit information,post2,post2_8,the newsletter posted the emailinglist ,51.0,64.15139770507812
post,publish or make available,post3,post3_8,the company posted the latest ,52.0,42.74942398071289
post,assign or allocate,post4,post4_8,the manager posted the newcomers ,50.0,36.752689361572266
post,place under surveillance,post5,post5_8,the suspects posted the policewoman ,67.0,55.11738204956055
push,to apply force to something to move it or keep it moving,push1,push1_8,the car pushed the bicyclist ,50.0,44.083534240722656
push,to urge or encourage someone to do something,push2,push2_8,the mayor pushed the councilmen ,53.0,35.490718841552734
push,to promote or advocate for something,push3,push3_8,the mayor pushed the constructionofaconventioncenterinthenewcityhallcomplex ,52.0,66.64852905273438
push,to introduce or present something to someone,push4,push4_8,the teacher pushed the children ,51.0,41.466861724853516
push,to communicate or transmit information to someone,push5,push5_8,the server pushed the information ,49.0,51.25393295288086
reach,physical reach,reach1,reach1_8,the door reached the wall ,49.0,28.977487564086914
reach,metaphorical reach,reach2,reach2_8,the singer reached the highsounds ,49.0,45.47589874267578
reach,cognitive reach,reach3,reach3_8,the article reached the highest ,49.0,48.00621032714844
reach,emotional reach,reach4,reach4_8,the book reached the heartstrings ,51.0,35.43822479248047
reach,physical distance,reach5,reach5_8,the tallest reached the highest ,49.0,56.01805114746094
recall,bring to mind or remember,recall1,recall1_8,the sound recalled the happy ,49.0,51.40568923950195
recall,regain consciousness or control,recall2,recall2_8,the patient recalled the momentary ,51.0,48.702659606933594
recall,retrieve or regain possession of something,recall3,recall3_8,the carrot recalled the imageofincredibleyummycarrotsaucefromthedinnerpartylastnightandiamgoingtohave,51.0,134.98406982421875
recall,withdraw or take back something,recall4,recall4_8,the president recalled the ambassador ,51.0,25.055925369262695
recall,restore or revive a memory or skill,recall5,recall5_8,the experience recalled the goodnesses ,49.0,52.49603271484375
remove,to take something away or to take something out of a place,remove1,remove1_8,the cashier removed the change ,49.0,45.768062591552734
roll,to cause something to move or rotate by turning or rotating it oneself,roll1,roll1_8,the cashier rolled the coins ,51.0,40.982723236083984
sack,to force someone to leave their job or position often due to poor performance or misconduct,sack1,sack1_8,the company sacked the accountant ,52.0,29.052942276000977
save,store or preserve something for future use,save1,save1_8,the newest saved the best ,49.0,71.38212585449219
save,prevent something from harm or danger,save2,save2_8,the captain saved the shipwrecked ,49.0,35.764625549316406
save,spend less than one expects to spend,save3,save3_8,the more saved the better ,49.0,44.146060943603516
save,preserve or maintain something in its current state,save4,save4_8,the firemen saved the burning ,51.0,44.54323196411133
save,convert or transform something,save5,save5_8,the man saved the damsel ,49.0,45.81953048706055
see,perceive with the eyes,see1,see1_8,the cat saw the rat ,54.0,25.260330200195312
see,understand or comprehend,see2,see2_8,the speaker saw the point ,49.0,31.313764572143555
see,detect or notice,see3,see3_8,the detectives saw the criminality ,51.0,41.12928009033203
see,envision or imagine,see4,see4_8,the first saw the second ,49.0,61.06229019165039
see,observe or witness,see5,see5_8,the police saw the suspectscommittingthecrimeandarrestedthemimmediatelyafterwardstheyhadbeenseenbyaeyew,52.0,79.38389587402344
sense,perceive,sense1,sense1_8,the baby sensed the smell ,49.0,35.37690734863281
sense,understand,sense2,sense2_8,the children sensed the teacheress ,51.0,47.77336502075195
sense,make sense,sense3,sense3_8,the sentences sensed the words ,49.0,72.38607025146484
sense,have a sense of,sense4,sense4_8,the word sensed the danger ,50.0,59.81211853027344
sense,be sensible,sense5,sense5_8,the wording sensed the situation ,50.0,68.64804077148438
set,place or locate,set1,set1_8,the sun set the skyonfirewithitsrays ,50.0,53.94989776611328
set,arrange or organize,set2,set2_8,the teacher set the examination ,52.0,39.283042907714844
set,determine or fix,set3,set3_8,the director set the scene ,49.0,27.177385330200195
set,put into a particular state or condition,set4,set4_8,the sun set the skylineaflamewithorangeandredsandsunsetsettheskylineglowingorangeandredsunseth,50.0,88.19303894042969
set,assign or allocate,set5,set5_8,the supervisor set the deadline ,49.0,41.503143310546875
shape,to give it a particular form or figure to mold or fashion it into a specific shape or design,shape1,shape1_8,the craftsman shaped the stoneware ,55.0,38.030338287353516
shoot,shoot (photography) - to take a photograph using a camera.,shoot1,shoot1_8,the photographer shot the portraiture ,52.0,33.50452423095703
shoot,shoot (video) - to record a video using a camera or other recording device.,shoot2,shoot2_8,the police shot the banking ,52.0,39.32426452636719
shoot,"shoot (firearm) - to discharge a firearm, such as a gun or a rifle.",shoot3,shoot3_8,the police shot the robberysuspects ,50.0,46.032291412353516
shoot,shoot (projectile) - to launch or propel something using a device such as a catapult or a slingshot.,shoot4,shoot4_8,the arrow shot the catapulted ,51.0,68.1572036743164
shoot,shoot (computer) - to create or record a video game or other digital content using a computer.,shoot5,shoot5_8,the kids shot the video ,49.0,34.211936950683594
shoot,"shoot (speech) - to deliver a speech or presentation, especially in a public setting.",shoot6,shoot6_8,the student shot the speech ,49.0,31.89476776123047
shoot,"shoot (rapidly) - to move quickly or rapidly, often in a sudden or unexpected manner.",shoot7,shoot7_8,the shuttle shot the shuttlecock ,49.0,85.14840698242188
shoot,"shoot (acquire) - to obtain or gather something, often quickly or suddenly.",shoot8,shoot8_8,the boys shot the marbles ,49.0,32.108123779296875
shove,push or force something or someone into a place or position using physical force.,shove1,shove1_8,the mother shoved the childrenswingsuitcasesintooneofthetwoemptylockersinthenarrowhallwaybehindhertheater,49.0,83.63203430175781
shove,"force someone to do something they do not want to do, often using physical force or coercion.",shove2,shove2_8,the police shoved the prisoners ,51.0,43.95448303222656
shove,"insert or introduce something into a space or situation, often with a sense of force or urgency.",shove3,shove3_8,the speaker shoved the pencil ,49.0,45.98221206665039
shove,urge or encourage someone to do something with vigor or enthusiasm.,shove4,shove4_8,the newest shoved the oldstersinlandshovelheadsshovelledshovellersshovellingshovedshovingshover,49.0,129.42979431152344
shove,move something or someone out of the way using physical force.,shove5,shove5_8,the person shoved the doorway ,49.0,37.45512771606445
slap,to strike someone with an open hand often with a loud noise and a bit of force,slap1,slap1_8,the mother slapped the boy ,51.0,26.97002410888672
stab,to pierce or penetrate something with a sharp object such as a knife or a sword,stab1,stab1_8,the man stabbed the tabletopsittingtherewithhisknifewithaflourishofdramaticfrustrationandthenstaredat,50.0,87.26113891601562
stretch,to extend or elongate something such as a piece of fabric or a persons limbs by pulling or drawing it in various directions,stretch1,stretch1_8,the muscles stretched the rubberband ,49.0,50.12102127075195
toss,to throw or hurl something carelessly or casually often with a sense of playfulness or indifference,toss1,toss1_8,the children tossed the ballsaysomethingbysomeonefromsomewhereinunderatasthroughtheirforintoorontoanonam,52.0,105.20468139648438
understand,comprehend,understand1,understand1_8,the words understood the man ,53.0,43.270591735839844
understand,interpret,understand2,understand2_8,the text understood the audience ,51.0,45.692543029785156
understand,appreciate,understand3,understand3_8,the president understood the gravityofthetermsofpeaceagreementandthensignedit ,53.0,82.10174560546875
understand,embrace,understand4,understand4_8,the people understood the revolutionary ,50.0,45.31287384033203
understand,penetrate,understand5,understand5_8,the meaning understood the question ,50.0,58.271026611328125
understand,clarify,understand6,understand6_8,the lecturer understood the textbook ,53.0,47.604557037353516
write,to record or put something in written form,write1,write1_8,the professor wrote the test ,49.0,42.22603988647461
abuse,physical abuse,abuse1,abuse1_9,the man abused the girlfriend ,54.0,33.430084228515625
abuse,emotional abuse,abuse2,abuse2_9,the mother abused the baby ,54.0,29.774263381958008
abuse,sexual abuse,abuse3,abuse3_9,the abuse abused the abuser ,53.0,81.01557159423828
abuse,financial abuse,abuse4,abuse4_9,the company abused the funds ,50.0,30.739864349365234
abuse,substance abuse,abuse5,abuse5_9,the drug abused the user ,50.0,58.471778869628906
abuse,power abuse,abuse6,abuse6_9,the police abused the powertheyhaveovercitizensbyarrestingpeopleandputtingtheminjailfornoapparentreasonwhat,50.0,69.50654602050781
allow,to give permission or approval for something to happen or be done,allow1,allow1_9,the committee allowed the proposal ,53.0,28.446937561035156
approve,to endorse or support something,approve1,approve1_9,the board approved the proposal ,52.0,38.600494384765625
approve,to officially sanction or ratify something,approve2,approve2_9,the city approved the building ,50.0,42.631954193115234
approve,to be satisfied with something,approve3,approve3_9,the president approved the candidate ,51.0,38.688419342041016
approve,to accept or ratify a decision or action,approve4,approve4_9,the school approved the budget ,52.0,30.546485900878906
beat,defeat,beat1,beat1_9,the baseball beat the opposingteam ,55.0,51.51923370361328
beat,conquer,beat2,beat2_9,the team beat the rivals ,54.0,36.031105041503906
beat,overpower,beat3,beat3_9,the police beat the criminals ,52.0,39.08500289916992
beat,exhaust,beat4,beat4_9,the heat beat the runners ,52.0,43.5837287902832
beat,intimidate,beat5,beat5_9,the bully beat the smallboy ,52.0,48.93575668334961
beat,physically harm,beat6,beat6_9,the teacher beat the boy ,51.0,25.482051849365234
belt,fasten,belt1,belt1_9,the seat belted the childhoodsense ,55.0,72.91413116455078
belt,strike,belt2,belt2_9,the boxer belted the heavyweight ,54.0,40.59691619873047
belt,surround,belt3,belt3_9,the sea belted the island ,51.0,45.98662567138672
belt,win,belt4,belt4_9,the homecomingcourt belted the championshipgame ,55.0,48.07366180419922
belt,tighten,belt5,belt5_9,the beltline belted the cityscape ,52.0,52.16900634765625
box,to pack or contain something in a box,box1,box1_9,the boxes boxed the dishes ,51.0,58.157142639160156
break,to shatter or shake apart,break1,break1_9,the window broke the stormy ,51.0,40.05281066894531
break,to cause to separate or divide,break2,break2_9,the ice broke the watercrafts ,52.0,54.5513916015625
break,to interrupt or disrupt,break3,break3_9,the party broke the silence ,53.0,44.25557327270508
break,to exhaust or deplete,break4,break4_9,the budgetary broke the plans ,50.0,74.99929809570312
break,to change or alter,break5,break5_9,the lawsuit broke the company ,50.0,32.037574768066406
break,to violate or disobey,break6,break6_9,the lawmakers broke the agreement ,51.0,43.5570068359375
build,construct,build1,build1_9,the verb built the house ,55.0,51.8923225402832
build,develop,build2,build2_9,the newscaster built the storyline ,51.0,54.678619384765625
build,establish,build3,build3_9,the town built the church ,53.0,45.42627716064453
build,improve,build4,build4_9,the company built the carnival ,52.0,50.509315490722656
build,create,build5,build5_9,the artist built the sculpture ,55.0,41.38653564453125
burn,consume or destroy by fire,burn1,burn1_9,the house burned the nightfalling ,50.0,60.73460006713867
burn,cause to feel intense heat or pain,burn2,burn2_9,the sun burned the sandytopsandysandytopsandysandytopsandysandytopsandysandytopsandysandy,52.0,59.76482391357422
burn,char or scorch the surface of something,burn3,burn3_9,the wind burned the face ,55.0,32.53517532348633
burn,use up or exhaust a resource,burn4,burn4_9,the company burned the budgetary ,52.0,82.45001220703125
burn,"experience a strong emotion, such as anger or passion",burn5,burn5_9,the man burned the letter ,50.0,49.632606506347656
burn,"move quickly and intensely, as if fueled by fire",burn6,burn6_9,the winds burned the landscapes ,51.0,53.680450439453125
burn,have a strong desire or craving,burn7,burn7_9,the wording burned the potatoe ,50.0,53.606624603271484
button,the act of pressing a button,button1,button1_9,the buttoning buttoned the shirtfronts ,50.0,49.161224365234375
cast,to throw or project something,cast1,cast1_9,the actor cast the fishinglineintohismouthandcaughtthemasterfishofalltime ,50.0,77.74411010742188
cast,to assign a role or part to someone,cast2,cast2_9,the director cast the actorintheroleofanassassininhisnextmovie ,52.0,55.969451904296875
cast,to vote or elect someone,cast3,cast3_9,the people cast the presidentialsouthernersocialistsinvestorsvoterscandidatesinvestmentbankersoutlawsbarons,50.0,95.22804260253906
cast,to shape or form something using a mold or a cast,cast4,cast4_9,the artisan cast the clayedogintoanamazingstatueofatransitionaldogthatwalkedonitshindlegsandsnout,53.0,95.72248077392578
cast,to predict or prophesy something,cast5,cast5_9,the fortune cast the shadowy ,51.0,46.50152587890625
catch,seize or take hold of something physically,catch1,catch1_9,the bird caught the mouse ,55.0,42.067604064941406
catch,"identify or detect something, such as an error or a mistake",catch2,catch2_9,the program caught the incorrectnesses ,51.0,57.583229064941406
catch,prevent or stop something from happening or continuing,catch3,catch3_9,the dog caught the ball ,53.0,26.689842224121094
catch,"obtain or acquire something, such as a disease or an emotion",catch4,catch4_9,the virus caught the children ,50.0,30.71586799621582
catch,"experience or undergo something, such as a feeling or a situation",catch5,catch5_9,the word caught the childrensattention ,51.0,59.69480895996094
chip,the act of breaking or cracking something into small pieces especially a hard or brittle substance,chip1,chip1_9,the chippingofmywallsisdrivingmeinsaneihopeitstopssoonpleasehelpmebeforeithurts,50.0,77.32160949707031
chop,to cut or slice something using a sharp instrument such as a knife or axe,chop1,chop1_9,the gardener chopped the weeds ,53.0,42.125328063964844
chuck,to throw or hurl something away or out of ones hand or from a place,chuck1,chuck1_9,the man chucked the applecoreoverthetallfenceintohisneighboursgarden ,52.0,55.31467819213867
clean,to remove dirt stains or impurities from a surface or object using a cleaning agent water or other means,clean1,clean1_9,the floor cleaned the housewife ,50.0,36.11435317993164
clear,to remove something that is blocking or obscuring the view or understanding of something else,clear1,clear1_9,the fog cleared the shipyard ,50.0,50.424617767333984
coat,to cover or layer something with a substance such as paint varnish or a protective coating,coat1,coat1_9,the walls coated the houseownerapplieda ,50.0,81.80508422851562
cover,protect or shield,cover1,cover1_9,the glass covered the doorway ,51.0,46.724449157714844
cover,conceal or hide,cover2,cover2_9,the suspects covered the getaway ,51.0,38.634559631347656
cover,enclose or surround,cover3,cover3_9,the house covered the entiretyoftheblockandwasasparklingwhiteasanythingcouldbeinthesummerheatofthecityoflights,50.0,100.9565658569336
cover,touch or reach,cover4,cover4_9,the clouds covered the moonlight ,53.0,32.29706954956055
cover,prevent or hinder,cover5,cover5_9,the rain covered the farmer ,52.0,33.051048278808594
cover,provide for,cover6,cover6_9,the company covered the worker ,51.0,45.746097564697266
crash,"to collide violently, especially with a loud noise",crash1,crash1_9,the car crashed the barrier ,50.0,28.681705474853516
crash,"to cause something to fail or malfunction, often suddenly and unexpectedly",crash2,crash2_9,the computer crashed the momentarytweetapplicationsystemswebsiteinfrastructurecantakeitanymoreplzhelpmeplzplz,50.0,104.53117370605469
crash,to overwhelm or overpower someone emotionally or physically,crash3,crash3_9,the footballers crashed the opposingplayer ,51.0,59.61034393310547
crash,to cause a party or event to fail or end prematurely,crash4,crash4_9,the police crashed the birthdaypartyofafamouscelebrityandarrestedalltheguestsfordrugpossessionandevadedr,51.0,72.91527557373047
crash,to cause a stock market or financial system to collapse or experience a sudden and significant decline,crash5,crash5_9,the subprime crashed the global ,51.0,40.13667297363281
draw,"draw as in ""to pull or drag something""",draw1,draw1_9,the horse drew the plow ,54.0,24.25659942626953
draw,"draw as in ""to create a picture or diagram""",draw2,draw2_9,the teacher drew the map ,53.0,41.736183166503906
draw,"draw as in ""to attract or entice someone""",draw3,draw3_9,the beautifully drew the eyesore ,50.0,86.15477752685547
draw,"draw as in ""to involve or engage someone in a situation""",draw4,draw4_9,the incident drew the wholefamilyintothepoliticaldebateonwhetherornottoacceptthegovernmentsheltersforrefugeesfromthe,51.0,81.9613037109375
draw,"draw as in ""to take or receive something, such as a prize or reward""",draw5,draw5_9,the lottery drew the winner ,51.0,45.160545349121094
drop,drop (something) off,drop1,drop1_9,the student dropped the booklet ,53.0,35.749916076660156
drop,drop (something) off a list or schedule,drop2,drop2_9,the company dropped the project ,52.0,27.230419158935547
drop,drop (something) on someone or something,drop3,drop3_9,the ball dropped the ball ,52.0,60.587162017822266
drop,drop (something) in (a place),drop4,drop4_9,the phraseology dropped the keys ,51.0,84.01136779785156
drop,drop (something) on (a place),drop5,drop5_9,the book dropped the ontohebookshelfthetableclothesdresspantsdroppedonthetabletopthedown,51.0,137.577392578125
drop,drop (something) with (a person or thing),drop6,drop6_9,the nouns dropped the glasses ,51.0,82.49176788330078
earn,to gain or receive something in return for ones efforts or services,earn1,earn1_9,the company earned the goodwillofitscustomersbyprovidinggoodandpromptservice ,50.0,88.9603042602539
encounter,meet or come across something or someone unexpectedly,encounter1,encounter1_9,the shipwrecked encountered the sharks ,51.0,51.92909240722656
encounter,"experience or undergo something, especially an unpleasant or challenging situation",encounter2,encounter2_9,the children encountered the problematicnesses ,50.0,64.51826477050781
encounter,"come into contact with something or someone, often with the implication of a physical or sensory experience",encounter3,encounter3_9,the youngest encountered the firstsnakeofherlifeinthewoodstodayandwasnothappyaboutitatallbutshehasnoth,51.0,101.05999755859375
encounter,deal with or solve a problem or challenge,encounter4,encounter4_9,the government encountered the dilemmaofbalancingbudgetandprioritiesforpublicexpenditureinanagrowingeconomy ,51.0,100.78997802734375
fetch,to go and bring back something often something that is located at a distance or in a different place,fetch1,fetch1_9,the dog fetched the slipper ,58.0,25.067584991455078
fight,the act of fighting against someone or something,fight1,fight1_9,the soldiers fought the battle ,51.0,27.27118492126465
fire,to dismiss or release someone from a job or position,fire1,fire1_9,the mayor fired the city ,55.0,30.824438095092773
fold,fold (something) in a specific way,fold1,fold1_9,the paper folded the samewayaorigami ,50.0,57.45843505859375
fold,fold (something) over,fold2,fold2_9,the paper folded the otherwaysheepfoldedtheirwingsandflewawaythewingsoftheseepholdthetem,50.0,101.32623291015625
fold,fold (something) together,fold3,fold3_9,the teacher folded the studentssize ,51.0,57.84469985961914
fold,fold (something) up,fold4,fold4_9,the wording folded the blanket ,51.0,40.573734283447266
fold,fold (something) over on itself,fold5,fold5_9,the two folded the paper ,51.0,47.44722366333008
grab,to take hold of something firmly often with ones hands or arms,grab1,grab1_9,the boy grabbed the handrail ,51.0,28.94991683959961
hack,to manipulate or control something using a computer or other digital technology,hack1,hack1_9,the hacker hacked the carparkingbaysystemofthestadiumandusedittocheatonparkingfeesbymakinghimself,51.0,84.47360229492188
hack,to bypass security measures or gain unauthorized access to a system or network,hack2,hack2_9,the hacker hacked the database ,51.0,30.39818572998047
hack,"to modify or customize something, often in a creative or unconventional way",hack3,hack3_9,the hacker hacked the gameplayerscriptsfiletoaddanextralevelofdifficultytothemaincharacterspriteanimationsbecause,50.0,92.19556427001953
hack,to solve a problem or challenge in an innovative or outside-the-box way,hack4,hack4_9,the students hacked the problems ,51.0,44.0611572265625
hack,"to experiment or tinker with something, often in a playful or exploratory manner",hack5,hack5_9,the kids hacked the schoolhouse ,50.0,52.246742248535156
hit,strike or collide with something,hit1,hit1_9,the ball hit the window ,58.0,34.39057540893555
hit,reach or affect something,hit2,hit2_9,the news hit the investors ,53.0,45.37818908691406
